group	label	showSelected1
1	Cluster 108: 7/239 pixels shown, logFC -4.8 to 1.5, log10(p) 0.0 to 4.6	108
1	Cluster 115: 668/16699 pixels shown, logFC -5.0 to 4.3, log10(p) 0.0 to 5.7	115
1	Cluster 148: 593/2157 pixels shown, logFC -4.4 to 3.5, log10(p) 0.0 to 7.5	148
1	Cluster 223: 89/8268 pixels shown, logFC -4.3 to 4.0, log10(p) 0.0 to 9.6	223
1	Cluster 318: 1032/1065 pixels shown, logFC -4.3 to 3.7, log10(p) 0.0 to 3.6	318
1	Cluster 333: 917/4210 pixels shown, logFC -3.8 to 4.4, log10(p) 0.0 to 7.1	333
1	Cluster 637: 20/1204 pixels shown, logFC -4.3 to 3.7, log10(p) 0.0 to 2.8	637
1	Cluster 670: 746/2205 pixels shown, logFC -3.7 to 4.6, log10(p) 0.0 to 8.4	670
1	Cluster 711: 6/913 pixels shown, logFC -3.9 to 3.5, log10(p) 0.0 to 4.0	711
1	Cluster 1773: 115/149 pixels shown, logFC -4.4 to 2.0, log10(p) 0.0 to 4.2	1773
1	Cluster 1851: 41/1086 pixels shown, logFC -4.9 to 2.3, log10(p) 0.0 to 4.9	1851
1	Cluster 2067: 406/1644 pixels shown, logFC -2.0 to 4.2, log10(p) 0.0 to 23.3	2067
1	Cluster 2493: 141/163 pixels shown, logFC -4.4 to 2.3, log10(p) 0.0 to 2.8	2493
1	Cluster 2970: 211/221 pixels shown, logFC -2.0 to 1.6, log10(p) 0.0 to 3.1	2970
1	Cluster 3406: 7/429 pixels shown, logFC -1.9 to 3.0, log10(p) 0.0 to 4.5	3406
